0	1	2
116	132	-2
117	118	-1
117	133	2
118	119	1
118	134	1
119	120	-2
119	135	-1
120	121	-1
120	136	2
121	122	1
121	137	1
122	123	1
122	138	-1
123	124	-1
123	139	-2
124	125	-1
124	140	1
125	126	2
125	141	-2
126	127	1
126	142	-1
127	143	1
128	129	2
128	143	-1
128	144	-2
129	130	-1
129	145	1
130	131	1
130	146	1
131	132	1
131	147	-2
132	133	-1
132	148	-1
133	134	2
133	149	-1
134	135	-1
134	150	-1
135	136	-1
135	151	-2
136	137	-1
136	152	-1
137	138	1
137	153	-1
138	139	1
138	154	-2
139	140	-2
139	155	-2
140	141	1
140	156	2
141	142	-1
141	157	-1
142	143	-2
142	158	1
143	159	-2
144	145	1
144	159	-2
144	160	2
145	146	1
145	161	-1
146	147	1
146	162	2
147	148	1
147	163	2
148	149	1
148	164	2
149	150	1
149	165	1
150	151	2
150	166	-2
151	152	-2
151	167	-1
152	153	1
152	168	-2
153	154	2
153	169	2
154	155	-1
154	170	1
155	156	1
155	171	2
156	157	2
156	172	1
157	158	1
157	173	-1
158	159	-1
158	174	1
159	175	1
160	161	-1
160	175	1
160	176	-2
161	162	2
161	177	1
162	163	1
162	178	2
163	164	-2
163	179	2
164	165	1
164	180	1
165	166	2
165	181	-2
166	167	2
166	182	-1
167	168	1
167	183	2
168	169	-1
168	184	2
169	170	-2
169	185	1
170	171	-1
170	186	-2
171	172	-1
171	187	2
172	173	1
172	188	2
173	174	1
173	189	1
174	175	1
174	190	1
175	191	-1
176	177	-2
176	191	1
176	192	-1
177	178	-2
177	193	-2
178	179	-1
178	194	-1
179	180	-2
179	195	2
180	181	2
180	196	-1
181	182	1
181	197	-1
182	183	1
182	198	-1
183	184	-2
183	199	1
184	185	2
184	200	-1
185	186	-1
185	201	1
186	187	-2
186	202	1
187	188	-1
187	203	-1
188	189	-2
188	204	2
189	190	1
189	205	1
190	191	1
190	206	-1
191	207	-2
192	193	-1
192	207	-2
192	208	-1
193	194	1
193	209	1
194	195	1
194	210	1
195	196	-1
195	211	1
196	197	-2
196	212	1
197	198	-1
197	213	-1
198	199	-1
198	214	-2
199	200	-1
199	215	-1
200	201	2
200	216	2
201	202	1
201	217	1
202	203	1
202	218	-1
203	204	-2
203	219	-1
204	205	-1
204	220	1
205	206	1
205	221	-1
206	207	-2
206	222	2
207	223	-1
208	209	-1
208	223	-2
208	224	-1
209	210	-2
209	225	2
210	211	-1
210	226	1
211	212	2
211	227	-2
212	213	-2
212	228	2
213	214	2
213	229	-2
214	215	2
214	230	-1
215	216	1
215	231	2
216	217	-1
216	232	-2
217	218	2
217	233	1
218	219	-1
218	234	-2
219	220	2
219	235	-2
220	221	-1
220	236	-1
221	222	-2
221	237	-2
222	223	-2
222	238	1
223	239	1
224	225	-2
224	239	-2
224	240	2
225	226	1
225	241	1
226	227	1
226	242	1
227	228	1
227	243	2
228	229	-1
228	244	-1
229	230	-1
229	245	2
230	231	-2
230	246	2
231	232	2
231	247	1
232	233	-1
232	248	2
233	234	1
233	249	2
234	235	-2
234	250	-2
235	236	-1
235	251	-1
236	237	-1
236	252	-2
237	238	-1
237	253	2
238	239	-1
238	254	1
239	255	1
240	241	2
240	255	-2
241	242	-2
242	243	-2
243	244	2
244	245	-2
245	246	2
246	247	2
247	248	-1
248	249	2
249	250	1
250	251	1
251	252	1
252	253	-1
253	254	-2
254	255	1
